time,air_temp,apparent_t,dewpt,rel_hum,delta_t,wind_dir_deg,wind_spd_kmh,gust_kmh,rain_trace,rain_ten,rain_hour,press,wet_bulb_temperature
1715634000,0.47583643122676583,0.3054187192118227,0.597883597883598,0.82,0.07602339181286549,0.8194444444444444,0.11827956989247312,0.16129032258064516,0.0,0.0,0.0,0.6702355460385463,0.4549019607843137
1715635800,0.5,0.34975369458128075,0.6058201058201058,0.77,0.1111111111111111,0.9305555555555556,0.0967741935483871,0.11827956989247312,0.0,0.0,0.0,0.6745182012848,0.4823529411764706
1715637600,0.5204460966542751,0.3669950738916256,0.6031746031746033,0.71,0.14619883040935672,0.9027777777777778,0.11827956989247312,0.1827956989247312,0.0,0.0,0.0,0.6788008565310488,0.49803921568627446
1715639400,0.5371747211895912,0.3768472906403941,0.5952380952380952,0.66,0.18713450292397657,0.8055555555555556,0.13978494623655913,0.1827956989247312,0.0,0.0,0.0,0.6852248394004317,0.5019607843137255
1715641200,0.5483271375464684,0.3940886699507389,0.6058201058201058,0.65,0.19298245614035084,0.7916666666666666,0.13978494623655913,0.1827956989247312,0.0,0.0,0.0,0.6916488222698097,0.5215686274509804
1715643000,0.5687732342007435,0.42610837438423643,0.6190476190476191,0.63,0.2163742690058479,0.8055555555555556,0.13978494623655913,0.16129032258064516,0.0,0.0,0.0,0.6895074946466805,0.5490196078431373
1715644800,0.58364312267658,0.4458128078817734,0.6216931216931217,0.6,0.239766081871345,0.7833333333333333,0.13978494623655913,0.16129032258064516,0.0,0.0,0.0,0.6937901498929342,0.5607843137254902
1715646600,0.5985130111524164,0.4876847290640394,0.634920634920635,0.59,0.25146198830409355,0.7277777777777777,0.0967741935483871,0.16129032258064516,0.0,0.0,0.0,0.6959314775160634,0.5843137254901961
1715648400,0.6022304832713756,0.49507389162561577,0.6375661375661377,0.59,0.25730994152046777,0.7111111111111111,0.0967741935483871,0.13978494623655913,0.0,0.0,0.0,0.6895074946466805,0.5882352941176471
1715650200,0.6022304832713756,0.49753694581280794,0.6190476190476191,0.56,0.27485380116959063,0.7333333333333333,0.07526881720430108,0.11827956989247312,0.0,0.0,0.0,0.6830835117773024,0.5725490196078431
1715652000,0.6133828996282529,0.5049261083743842,0.6243386243386244,0.55,0.29239766081871343,0.35833333333333334,0.0967741935483871,0.13978494623655913,0.0,0.0,0.0,0.6723768736616708,0.5882352941176471
1715653800,0.6189591078066914,0.5098522167487686,0.6481481481481483,0.57,0.27485380116959063,0.35,0.11827956989247312,0.13978494623655913,0.0,0.0,0.0,0.668094218415417,0.6078431372549019
1715655600,0.6263940520446097,0.5197044334975369,0.6772486772486773,0.6,0.25730994152046777,0.3194444444444444,0.13978494623655913,0.1827956989247312,0.0,0.0,0.0,0.661670235546039,0.6392156862745099
1715657400,0.6208178438661711,0.5024630541871922,0.6772486772486773,0.61,0.25146198830409355,0.37777777777777777,0.16129032258064516,0.20430107526881722,0.0,0.0,0.0,0.661670235546039,0.6352941176470588
